region,type,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-26,2020-06-27,2020-06-28,2020-06-29,2020-06-30,2020-07-01,2020-07-02,2020-07-03,2020-07-04,2020-07-05,2020-07-06,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-11,2020-07-12,2020-07-13,2020-07-14,2020-07-15,2020-07-16,2020-07-17,2020-07-18,2020-07-19,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29,2020-07-30,2020-07-31,2020-08-01,2020-08-02,2020-08-03,2020-08-04,2020-08-05,2020-08-06,2020-08-07,2020-08-08,2020-08-09,2020-08-10,2020-08-11,2020-08-12,2020-08-13,2020-08-14,2020-08-15,2020-08-16,2020-08-17,2020-08-18,2020-08-19,2020-08-20,2020-08-21,2020-08-22,2020-08-23,2020-08-24,2020-08-25,2020-08-26,2020-08-27,2020-08-28
Missouri,all_day_ratio_single_tile_users,19.2973,16.8553,15.5468,14.9091,14.5213,14.1989,14.415,14.3867,14.6726,14.8434,14.9646,15.14,15.2985,16.0452,16.6857,16.873,17.3835,18.1649,19.0965,20.0792,20.7503,22.2425,23.0827,24.2375,24.8135,25.0675,25.3226,25.5838,24.9284,24.8595,24.4295,24.13,24.075,24.1076,24.276,24.481,24.7558,24.8228,24.9921,25.2473,25.302,25.0414,25.3694,25.4384,25.5963,25.5084,25.3501,25.4078,25.0029,24.2411,23.7218,23.3197,23.4855,23.5236,23.3249,23.6491,23.3236,23.2974,23.2589,23.1372,22.6292,21.9282,21.0123,20.9617,20.833,20.4853,20.0236,19.8753,20.0284,19.9834,19.4485,19.2463,19.4867,19.5849,19.5267,19.5204,19.7206,20.1233,20.0659,19.7965,19.479,19.3338,19.144,18.7733,18.3013,18.8855,18.8774,19.0352,19.1761,19.0048,18.9267,18.9515,17.9432,17.5606,17.1641,16.8941,16.8558,16.8086,16.7247,16.8153,17.0657,17.1812,17.0717,16.9637,16.8748,16.7875,16.6914,16.4382,16.2434,16.2702,16.2892,16.3471,16.2445,16.3219,16.3219,16.3687,16.294,16.2939,16.3799,16.5777,16.6,16.7265,16.7246,16.7327,16.839,16.8531,16.5455,16.5526,16.5009,16.5971,16.7384,16.6536,16.6644,16.9561,16.9363,16.9093,17.0033,16.9589,17.0585,17.1105,17.1734,17.2909,17.3596,17.2922,17.342,17.3513,17.3123,17.3169,17.36,17.3655,17.4536,17.57,17.5266,17.4489,17.3952,17.081,16.7601,16.5712,16.3415,16.2879,16.315,16.3802,16.5885,16.9285,17.0272,17.1026,17.0937,17.0752,16.862,16.7359,16.6138,16.4814,16.3729,16.3327,16.2756,16.449,16.3994,16.4303,16.4206,16.4587,16.4665
Montana,all_day_bing_tiles_visited_relative_change,3.2178,2.39,2.4638,2.2842,2.2246,2.1015,2.1194,1.8845,1.9629,1.9479,2.0086,1.9404,1.8324,1.3478,1.0382,0.8389,0.5826,0.2721,-0.0965,-0.399,-0.2559,-0.2309,-0.4975,-0.7455,-0.8877,-0.9734,-1.0022,-1.4954,-1.7813,-1.9677,-2.2094,-2.5249,-2.8376,-3.0947,-2.9631,-2.936,-2.8358,-2.6847,-2.512,-2.1117,-1.9757,-2.3253,-2.6804,-2.7809,-2.8209,-2.7446,-2.7051,-2.605,-2.1915,-1.6162,-1.3171,-0.984,-0.8918,-1.0351,-1.0282,-0.746,-0.5786,-0.5466,-0.5311,-0.3492,-0.0147,0.2328,0.579,0.6563,0.9196,1.092,1.1785,1.1502,1.1876,1.2051,1.4669,1.4593,1.3394,1.3672,1.6228,1.6389,1.7074,1.8101,1.9294,2.1119,2.1922,2.0563,2.1747,2.1344,2.0935,1.9618,2.0532,2.1583,2.4824,2.5353,2.673,2.8019,3.052,3.1819,3.3475,3.2811,3.3245,3.1855,2.9933,2.8509,2.7692,2.6991,2.6502,2.7118,2.8849,2.9907,3.0731,3.0456,2.9063,2.7928,2.8192,2.9564,3.1942,3.3703,3.499,3.6729,3.8578,3.8689,3.7753,3.5637,3.2682,2.9818,2.9625,3.1023,3.1113,2.9536,3.4952,3.8532,4.1375,4.1951,4.0577,4.0287,4.2148,3.8699,3.7804,3.7327,3.7066,3.7409,3.707,3.7205,3.8858,3.8665,3.8897,3.9276,3.8625,3.8407,3.7953,3.722,3.6631,3.6829,3.6127,3.6243,3.7108,3.8029,3.7642,3.8869,3.9261,3.9874,4.0231,4.0067,3.9063,3.9002,3.8735,3.8954,3.9253,3.9874,4.0149,4.0739,4.1295,4.1806,4.0599,3.949,3.8348,3.7691,3.6774,3.6373,3.4881,3.5326,3.5618,3.5806,3.5194
Montana,all_day_ratio_single_tile_users,3.8252,3.1489,2.8831,2.7607,2.6806,2.6109,2.6986,2.7733,2.8256,2.8667,2.9227,2.9667,3.02,3.1672,3.283,3.3637,3.428,3.4909,3.6722,3.8008,3.8071,3.8316,3.8587,3.9483,4.0467,4.058,4.0976,4.2514,4.3184,4.4516,4.5443,4.6966,4.7978,4.8493,4.7847,4.7874,4.7254,4.7002,4.5568,4.4142,4.384,4.5213,4.5882,4.6466,4.6524,4.6672,4.656,4.6394,4.5138,4.4019,4.3397,4.272,4.2504,4.3524,4.3375,4.2112,4.1254,4.1118,4.0986,4.0197,3.9083,3.8594,3.7917,3.7481,3.6675,3.5902,3.5954,3.5801,3.5457,3.5631,3.4787,3.4938,3.5377,3.5049,3.425,3.4269,3.3859,3.4016,3.3709,3.3637,3.3837,3.4173,3.3779,3.4061,3.355,3.4173,3.3499,3.2493,3.1689,3.0959,3.0129,3.0722,2.9129,2.8544,2.8273,2.8109,2.8124,2.8295,2.7557,2.8019,2.8499,2.8524,2.8421,2.8349,2.8394,2.8622,2.8292,2.8055,2.8867,2.9444,2.9908,2.9308,2.8838,2.8453,2.8174,2.7392,2.6941,2.6482,2.6472,2.6683,2.7516,2.8006,2.8015,2.7766,2.7974,2.8243,2.74,2.6774,2.6477,2.6547,2.6881,2.6795,2.641,2.6511,2.6522,2.6524,2.6492,2.6525,2.6652,2.712,2.785,2.8043,2.7845,2.8059,2.7874,2.7572,2.7167,2.6822,2.648,2.6427,2.6288,2.6572,2.652,2.643,2.6054,2.5971,2.6094,2.5792,2.5659,2.5651,2.5684,2.5637,2.5967,2.6107,2.6258,2.6024,2.5933,2.5882,2.5959,2.5766,2.5831,2.5921,2.6107,2.6192,2.6322,2.6378,2.6321,2.5976,2.5605,2.5418,2.5521
Nebraska,all_day_bing_tiles_visited_relative_change,4.1174,3.6364,3.5859,3.4631,3.4652,3.4373,3.3416,3.434,3.1871,3.0822,3.0896,3.0216,2.5374,1.4383,0.5656,0.4623,0.1285,-0.5985,-1.6986,-2.6509,-2.7799,-3.3501,-3.7313,-4.0856,-4.1757,-3.9667,-3.6733,-4.0274,-3.8101,-3.7449,-3.6715,-3.5034,-3.736,-3.9167,-3.6572,-3.6689,-3.7016,-3.6218,-3.8374,-3.7054,-3.5037,-3.2792,-4.5158,-4.995,-5.497,-5.453,-5.909,-6.0625,-5.8685,-4.386,-3.803,-3.2239,-3.0684,-2.2705,-2.1124,-2.1015,-1.9957,-1.7523,-1.876,-1.9624,-1.8126,-1.2769,-1.0899,-0.9358,-1.1365,-1.0433,-0.9478,-1.0302,-1.1079,-1.1193,-1.0429,-1.0273,-1.0735,-0.9651,-0.7582,-0.571,-0.4695,-0.3847,-0.0947,0.2108,0.4874,0.5258,0.3679,0.6523,0.8378,0.2879,0.0646,-0.211,-0.0587,0.1425,-0.0261,0.0775,0.7953,1.2001,1.5396,1.6494,1.7727,2.0134,2.1765,2.3514,2.1762,2.1153,2.1048,2.2362,2.4962,2.5271,2.4445,2.6807,2.6991,2.7395,2.6838,2.6885,2.82,2.8763,2.9758,3.0783,3.1653,3.2663,3.2288,3.274,3.3141,3.3523,3.4609,3.5763,3.5882,3.2028,2.975,2.9193,2.848,2.7307,2.4628,2.4052,2.7133,2.8897,2.8501,2.7953,2.7062,2.7612,2.7464,2.5868,2.5667,2.599,2.46,2.5449,2.4404,2.4288,2.6428,2.6902,2.6952,2.85,2.7636,2.8247,2.9213,3.0307,3.099,3.2339,3.3064,3.3923,3.4762,3.4211,3.2825,3.251,3.064,2.843,2.818,2.7933,2.7232,2.6926,2.5653,2.7293,2.9091,2.92,2.9025,2.9353,2.9145,2.8864,2.7387,2.5803,2.5676,2.5115,2.5239
Nebraska,all_day_ratio_single_tile_users,5.0063,4.254,3.9361,3.7515,3.676,3.5797,3.6491,3.6479,3.7207,3.801,3.8302,3.887,3.9978,4.3807,4.6745,4.7904,4.9417,5.1804,5.5068,5.8312,5.9085,6.1742,6.3387,6.4041,6.487,6.4583,6.4325,6.5658,6.4229,6.4098,6.4364,6.3898,6.5217,6.583,6.4552,6.5617,6.5684,6.5969,6.6757,6.6244,6.5877,6.5199,6.9488,7.1145,7.2144,7.1739,7.3801,7.4115,7.3786,6.8463,6.7126,6.6156,6.6255,6.3315,6.3298,6.3524,6.3213,6.2602,6.2863,6.3242,6.2756,6.0857,6.0398,5.9808,6.0457,6.0005,5.9368,6.0298,6.0798,6.0747,6.0561,6.0185,6.0528,6.0991,5.9875,5.9182,5.8747,5.9163,5.8258,5.6919,5.5384,5.5301,5.5403,5.4357,5.2669,5.5568,5.5748,5.6003,5.5243,5.4174,5.44,5.3983,5.0027,4.9215,4.827,4.7503,4.725,4.6281,4.6158,4.6009,4.6348,4.6703,4.6385,4.6196,4.5899,4.5671,4.5619,4.5003,4.4651,4.5141,4.5271,4.4967,4.4256,4.3795,4.3667,4.322,4.29,4.2644,4.2707,4.2785,4.2987,4.2764,4.2566,4.202,4.2259,4.1657,4.0622,4.0338,4.0314,4.058,4.0848,4.0158,4.0222,4.1495,4.1513,4.1849,4.1691,4.1722,4.2135,4.3,4.3011,4.3434,4.3247,4.333,4.2928,4.2516,4.1664,4.0977,4.0418,3.9866,3.9684,3.9905,3.9702,3.9253,3.8459,3.7847,3.7761,3.7371,3.7033,3.7155,3.7557,3.8629,3.893,3.8642,3.8533,3.84,3.8267,3.7953,3.7281,3.6883,3.6848,3.6641,3.6535,3.6065,3.6631,3.6957,3.7128,3.6793,3.6755,3.6722,3.6816
Nevada,all_day_bing_tiles_visited_relative_change,1.2776,1.3123,1.4352,1.4846,1.4651,1.4432,1.3801,1.4497,1.5053,1.4871,1.4828,1.4747,1.4469,1.3693,1.2056,1.0547,0.8992,0.6649,0.3521,0.0802,-0.1913,-0.3825,-0.6042,-0.8145,-1.0266,-1.1101,-1.2115,-1.1736,-1.3051,-1.3323,-1.3258,-1.2963,-1.3,-1.2837,-1.3502,-1.4111,-1.4808,-1.536,-1.5885,-1.6316,-1.6792,-1.6194,-1.5316,-1.4587,-1.4221,-1.3323,-1.2307,-1.1464,-1.158,-1.0786,-1.0495,-0.9787,-0.9504,-0.9529,-0.9934,-0.9466,-0.877,-0.7934,-0.7131,-0.6574,-0.612,-0.4567,-0.3359,-0.2077,-0.1707,-0.1173,-0.0396,0.049,0.0257,0.1051,0.1291,0.162,0.1162,0.1569,0.1616,0.2037,0.1554,0.1705,0.1405,0.1767,0.1745,0.2289,0.2946,0.3871,0.5118,0.5701,0.6399,0.6712,0.7399,0.7699,0.7397,0.7046,0.7699,0.7977,0.8399,0.82,0.835,0.8987,0.8991,0.97,1.0257,1.073,1.0922,1.1041,1.1379,1.2477,1.3002,1.3549,1.3814,1.4772,1.5214,1.5341,1.6211,1.5982,1.5487,1.4974,1.3966,1.4068,1.4571,1.3626,1.3595,1.3747,1.4191,1.465,1.4576,1.2897,1.33,1.3745,1.4311,1.3993,1.3358,1.3085,1.4106,1.3367,1.2239,1.1222,1.1338,1.1537,1.1553,1.1113,1.1848,1.215,1.2328,1.2501,1.2539,1.233,1.2639,1.1973,1.1902,1.2468,1.1796,1.1831,1.1987,1.2529,1.2942,1.3552,1.3349,1.375,1.3682,1.3976,1.3451,1.36,1.2902,1.2136,1.1985,1.2191,1.1668,1.1675,1.1265,1.1185,1.1423,1.1247,1.0953,1.1167,1.0966,1.0825,1.1244,1.1584,1.131,1.1705,1.1689
Nevada,all_day_ratio_single_tile_users,2.2152,1.8414,1.6566,1.5815,1.5227,1.4765,1.5236,1.4769,1.4715,1.4943,1.4992,1.5084,1.5311,1.5404,1.5688,1.6037,1.6756,1.7612,1.8885,1.9952,2.1181,2.2381,2.3629,2.4512,2.5356,2.5792,2.6151,2.6147,2.6304,2.616,2.6017,2.5724,2.5547,2.5297,2.5439,2.5865,2.6173,2.6391,2.6564,2.6754,2.6991,2.6807,2.6483,2.6289,2.6056,2.5673,2.5289,2.5137,2.5003,2.482,2.472,2.4667,2.4893,2.5029,2.4956,2.4865,2.4557,2.444,2.421,2.4028,2.3729,2.3415,2.3093,2.292,2.2635,2.2379,2.2198,2.2106,2.206,2.1897,2.1577,2.1571,2.1652,2.1594,2.1581,2.1522,2.1461,2.1829,2.1933,2.1966,2.187,2.1582,2.1593,2.1536,2.1154,2.1234,2.0911,2.078,2.0785,2.0574,2.0678,2.0579,2.003,1.9886,1.9721,1.9561,1.947,1.9116,1.9078,1.8961,1.881,1.879,1.8676,1.8615,1.8675,1.8275,1.8189,1.8212,1.8041,1.7957,1.7879,1.7503,1.7408,1.7381,1.7358,1.7446,1.7497,1.7524,1.7809,1.8136,1.8184,1.8212,1.8033,1.7731,1.7857,1.787,1.7531,1.7503,1.7453,1.7571,1.7775,1.7425,1.7457,1.7868,1.7707,1.7633,1.7754,1.7753,1.7853,1.763,1.7465,1.755,1.7564,1.7558,1.7602,1.7544,1.7795,1.7628,1.7615,1.7846,1.7615,1.7624,1.7658,1.7316,1.7173,1.7038,1.6699,1.6626,1.649,1.642,1.646,1.6748,1.6758,1.6853,1.6891,1.6979,1.7009,1.7007,1.6854,1.696,1.6889,1.6859,1.6926,1.6924,1.6893,1.6847,1.6754,1.6724,1.6689,1.6494,1.65
New Hampshire,all_day_bing_tiles_visited_relative_change,1.4394,1.2279,1.3169,1.2144,1.4316,1.4038,1.3799,1.4088,1.4579,1.4148,1.4411,1.3981,1.2867,1.1813,1.0238,0.8473,0.568,0.3153,-0.0799,-0.3175,-0.6,-0.9259,-1.2423,-1.4524,-1.6318,-1.6613,-1.7029,-1.8341,-2.1153,-2.1723,-2.1366,-2.1421,-2.2891,-2.4335,-2.4001,-2.2091,-2.1074,-2.0571,-2.0736,-2.1146,-2.0898,-2.0398,-2.0964,-2.2567,-2.2427,-2.1426,-1.9568,-1.8578,-1.9371,-1.6448,-1.4359,-1.475,-1.5393,-1.474,-1.4632,-1.1933,-1.3375,-1.4566,-1.3664,-1.2014,-1.2556,-1.2285,-1.1546,-0.8419,-0.6207,-0.5355,-0.5324,-0.3664,-0.2453,-0.466,-0.5807,-0.6175,-0.6056,-0.5507,-0.4602,-0.4403,-0.1892,-0.0587,0.0537,0.145,0.227,0.2987,0.4676,0.5509,0.6451,0.5504,0.5978,0.6042,0.5877,0.4943,0.474,0.4227,0.5756,0.5301,0.5129,0.5354,0.5978,0.6123,0.6728,0.734,0.7866,0.8403,0.7567,0.8021,0.8842,0.9515,0.9712,1.0387,1.0892,1.2523,1.2905,1.3259,1.4379,1.4498,1.455,1.4193,1.4165,1.4109,1.3681,1.2399,1.1434,1.0619,1.0539,1.1281,1.0768,0.969,1.1578,1.296,1.4045,1.3916,1.3018,1.3151,1.3292,1.1859,1.1254,1.0143,1.0713,1.0998,1.0619,1.218,1.2784,1.3238,1.4335,1.4076,1.3041,1.3617,1.3745,1.4192,1.3974,1.3508,1.3688,1.4825,1.5387,1.575,1.5687,1.6241,1.5444,1.5579,1.5895,1.5707,1.5085,1.5025,1.4783,1.5714,1.556,1.5213,1.5227,1.5298,1.5031,1.5049,1.5252,1.5424,1.5742,1.573,1.5833,1.6139,1.6131,1.5705,1.5909,1.498,1.4995
New Hampshire,all_day_ratio_single_tile_users,2.1663,1.8394,1.6666,1.6127,1.5529,1.5135,1.5537,1.5444,1.5273,1.5437,1.5343,1.549,1.578,1.5971,1.6353,1.7005,1.8122,1.9133,2.0749,2.1783,2.2979,2.4304,2.5794,2.7061,2.8025,2.807,2.8267,2.8782,3.0236,3.0709,3.0347,3.0379,3.1144,3.1917,3.1761,3.056,2.9848,2.9622,2.959,2.9799,2.9888,2.9824,3.0093,3.1189,3.123,3.099,3.0257,2.9752,3.0183,2.9247,2.8158,2.8513,2.8928,2.8634,2.8587,2.7501,2.8052,2.8829,2.8356,2.7564,2.7983,2.784,2.7667,2.6651,2.5504,2.5207,2.5268,2.4498,2.4126,2.4978,2.525,2.5434,2.545,2.528,2.5023,2.4919,2.4039,2.3646,2.315,2.2712,2.239,2.2193,2.175,2.1438,2.1174,2.1728,2.1664,2.1734,2.1794,2.194,2.1979,2.2196,2.1506,2.1537,2.1495,2.133,2.1112,2.0988,2.0814,2.0567,2.0434,2.0269,2.0575,2.0477,2.029,2.0071,2.0016,1.979,1.9563,1.9148,1.9091,1.9058,1.8778,1.8758,1.8825,1.9052,1.8961,1.8976,1.8989,1.9334,1.962,1.9792,1.9759,1.9664,1.9817,1.9924,1.9461,1.9055,1.8763,1.8757,1.8995,1.8932,1.9113,1.9486,1.9617,1.9821,1.963,1.9481,1.953,1.9159,1.9092,1.9058,1.8821,1.8887,1.9123,1.8974,1.8926,1.8798,1.8853,1.9014,1.8978,1.8756,1.8582,1.8526,1.8619,1.8447,1.8684,1.8565,1.8478,1.8537,1.8661,1.8548,1.8614,1.8332,1.8444,1.8513,1.8568,1.8556,1.8686,1.8679,1.8623,1.8605,1.8511,1.8567,1.8589,1.852,1.8542,1.8621,1.8508,1.8775,1.864
New Jersey,all_day_bing_tiles_visited_relative_change,1.4082,1.6421,1.7637,1.6998,1.7549,1.6454,1.6295,1.7054,1.7557,1.7257,1.6682,1.5424,1.3823,1.134,0.6611,0.1336,-0.6607,-1.4449,-2.3574,-3.0518,-3.8271,-4.8723,-5.942,-6.4029,-6.9787,-7.2317,-7.563,-8.092,-8.2125,-8.0452,-8.1575,-8.0431,-8.1213,-8.2179,-8.0142,-7.8586,-7.7833,-7.6911,-7.7213,-7.8293,-7.9578,-7.9533,-8.1018,-8.5042,-8.4842,-8.4069,-8.2443,-8.035,-8.1062,-7.8175,-7.3801,-7.4349,-7.3858,-7.3579,-7.5124,-7.1516,-7.3858,-7.3958,-7.1252,-7.0533,-7.0852,-6.7942,-6.5479,-5.9625,-5.667,-5.5813,-5.5535,-5.226,-5.1491,-5.2878,-5.2009,-5.2661,-5.2462,-5.0223,-4.9259,-4.6756,-4.3635,-4.2591,-4.0907,-3.9856,-3.9343,-3.8437,-3.8451,-4.1431,-4.0931,-4.4102,-4.2694,-4.1456,-4.1581,-4.1202,-3.7232,-3.4935,-2.9473,-2.9428,-2.9727,-2.8499,-2.7783,-2.7371,-2.6145,-2.5354,-2.3869,-2.2252,-2.2835,-2.0988,-1.857,-1.7819,-1.6974,-1.5988,-1.5318,-1.3721,-1.3051,-1.3227,-1.3217,-1.2753,-1.2726,-1.1972,-1.0311,-0.9435,-0.9491,-0.8877,-0.8135,-0.7487,-0.7282,-0.6016,-0.6838,-0.9604,-0.9481,-1.0034,-1.0197,-1.0369,-1.1504,-1.4329,-1.1988,-1.1003,-1.0184,-0.9606,-0.8841,-0.845,-0.5031,-0.3349,-0.3725,-0.4397,-0.4775,-0.5578,-0.6884,-0.7402,-0.7003,-0.658,-0.6381,-0.6577,-0.5997,-0.4912,-0.4911,-0.4192,-0.5361,-0.4525,-0.9143,-0.7522,-0.6841,-0.6146,-0.6996,-0.5047,-0.4862,0.0419,-0.1434,-0.2594,-0.2219,-0.11,-0.4541,-0.5259,-0.5116,-0.4933,-0.3521,-0.2629,-0.2686,0.0212,0.044,0.0246,0.1184,0.0756,0.0126
New Jersey,all_day_ratio_single_tile_users,3.9456,3.294,3.0736,2.9475,2.8629,2.8469,2.9355,2.9261,2.9212,2.9355,2.9513,2.9911,3.0166,3.0795,3.2326,3.4131,3.7249,4.0521,4.4511,4.7502,5.0859,5.6137,6.2249,6.4752,6.8349,6.9615,7.1313,7.4567,7.5302,7.3859,7.4888,7.3938,7.481,7.5976,7.4708,7.3723,7.3283,7.2781,7.3109,7.4015,7.5044,7.5146,7.5942,7.8809,7.872,7.8673,7.7822,7.661,7.7317,7.5982,7.3339,7.4021,7.387,7.3771,7.4603,7.2454,7.416,7.4329,7.2497,7.21,7.2246,7.0254,6.9123,6.5717,6.3873,6.3517,6.3479,6.1468,6.1649,6.2731,6.2182,6.2774,6.2812,6.1338,6.1014,5.9516,5.7811,5.7597,5.6691,5.6193,5.6049,5.5583,5.5622,5.684,5.6396,5.6995,5.6055,5.5439,5.5621,5.5332,5.3589,5.2905,5.119,5.1266,5.1261,5.0446,5.0155,5.0009,4.9654,4.9293,4.879,4.8218,4.8586,4.7749,4.6954,4.6641,4.6316,4.5845,4.544,4.4626,4.4363,4.4312,4.3833,4.3524,4.3429,4.307,4.2485,4.2193,4.2287,4.2593,4.2581,4.2452,4.2408,4.209,4.2312,4.2366,4.1991,4.2303,4.2259,4.2345,4.2609,4.4021,4.4012,4.4118,4.365,4.3415,4.3068,4.29,4.1422,4.1039,4.129,4.1712,4.199,4.247,4.2981,4.3213,4.3126,4.2917,4.2664,4.2746,4.2484,4.2115,4.1948,4.1705,4.1864,4.1453,4.2965,4.2408,4.2167,4.1993,4.2204,4.183,4.2059,4.0252,4.0865,4.1342,4.1141,4.0918,4.2073,4.2089,4.1967,4.1866,4.1218,4.1032,4.1009,3.9969,3.9984,4.0184,3.982,4.0081,4.0322
New Mexico,all_day_bing_tiles_visited_relative_change,5.624,6.1236,5.9023,5.1346,4.5562,4.1066,3.8909,3.6445,3.7112,3.7023,3.7837,3.7142,3.5228,3.2722,3.0865,2.7194,2.3512,1.8967,1.4224,0.9755,0.3476,-0.1963,-0.6394,-1.2373,-1.8103,-2.3242,-2.8364,-3.2493,-3.6501,-4.241,-4.3616,-4.2843,-4.2429,-3.9708,-3.9084,-3.8668,-3.6524,-3.7729,-4.056,-4.222,-4.5386,-4.623,-4.9028,-5.3149,-5.3492,-5.0015,-4.7387,-4.5165,-4.334,-3.9874,-3.5056,-3.3464,-3.4547,-3.5517,-3.5242,-3.4144,-3.3271,-3.31,-3.156,-3.0508,-2.8195,-2.5811,-2.3964,-2.1527,-1.9696,-1.9076,-1.8284,-1.8189,-1.837,-1.7804,-1.6429,-1.6478,-1.6244,-1.4777,-1.3381,-1.2434,-1.0957,-0.9841,-0.7515,-0.6316,-0.6182,-0.5717,-0.4178,-0.3941,-0.3839,-0.6425,-0.643,-0.657,-0.6274,-0.6892,-0.6182,-0.5486,-0.057,0.1708,0.418,0.4929,0.5863,0.5875,0.7245,0.5529,0.5065,0.4649,0.5107,0.5373,0.6889,0.6843,0.8283,0.8998,0.9332,0.9496,1.0353,1.0801,1.1754,1.0887,1.1492,1.1833,1.2146,1.2319,1.2306,1.2719,1.3774,1.4896,1.584,1.7761,1.8013,1.4432,1.2693,1.2254,1.1656,0.97,0.7359,0.5716,0.8049,0.8642,0.8567,0.6207,0.6608,0.6562,0.6568,0.6532,0.5509,0.466,0.5352,0.4911,0.4702,0.4735,0.4302,0.4366,0.4379,0.3998,0.3665,0.3778,0.4541,0.5795,0.7744,1.0336,1.1487,1.2613,1.269,1.3131,1.3818,1.3774,1.381,1.3304,1.2682,1.2715,1.2266,1.1863,1.2759,1.1115,1.1279,1.1463,1.0772,1.0076,1.003,0.8526,0.9499,0.9048,0.8635,0.8537,0.8938
New Mexico,all_day_ratio_single_tile_users,4.1947,3.5575,3.318,3.1907,3.0941,3.0228,3.0808,3.1271,3.1365,3.1476,3.1598,3.1915,3.2762,3.3601,3.4278,3.5291,3.6856,3.8882,4.129,4.2969,4.517,4.7218,4.8638,5.0685,5.2423,5.3942,5.5555,5.6643,5.7191,5.8421,5.8115,5.7577,5.6979,5.592,5.5338,5.4927,5.4366,5.4494,5.4971,5.5506,5.6748,5.6978,5.7752,5.9195,5.9567,5.8867,5.8166,5.7225,5.7242,5.6895,5.5523,5.5104,5.5521,5.5775,5.5815,5.5288,5.4902,5.4771,5.4541,5.412,5.3437,5.261,5.2208,5.1466,5.0982,5.0549,5.041,5.0371,5.0503,5.0183,4.9524,5.0038,5.0126,4.9757,4.9572,4.9151,4.9118,4.9349,4.861,4.8362,4.8248,4.7927,4.7834,4.7461,4.7273,4.8644,4.8441,4.8407,4.8388,4.8311,4.8479,4.8406,4.6565,4.5961,4.5321,4.4964,4.472,4.4398,4.4173,4.4178,4.4435,4.4436,4.4241,4.431,4.3907,4.3641,4.3715,4.3506,4.3743,4.384,4.368,4.3683,4.3145,4.2962,4.3157,4.3176,4.3066,4.3166,4.3436,4.4085,4.4235,4.3956,4.3376,4.3061,4.3007,4.3007,4.2677,4.2722,4.3023,4.3606,4.3993,4.4102,4.4303,4.4865,4.4984,4.5237,4.5364,4.5833,4.5961,4.5987,4.6272,4.6289,4.6232,4.621,4.6062,4.6278,4.6452,4.6513,4.6701,4.6681,4.6792,4.6904,4.649,4.6058,4.5563,4.5039,4.4683,4.423,4.3793,4.3671,4.356,4.3553,4.3736,4.3971,4.4173,4.4363,4.4455,4.4607,4.4536,4.457,4.4521,4.4511,4.4576,4.4733,4.4606,4.4864,4.4805,4.478,4.474,4.4635,4.4644
