region,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22,2020-06-23,2020-06-24,2020-06-25
"Hillsborough, New Hampshire",0.889704,0.8105573,0.8043191,0.7745111,0.7765270000000001,0.8087313,0.8019015,0.8043351,0.7246842,0.723029,0.8176260000000001,0.7348643,0.5630879,0.5039117999999999,0.46216759999999996,0.6248668000000001,0.460075,0.3685772,0.3680334,0.430134,0.5750614000000001,0.4692317,0.47443209999999997,0.4907114000000001,0.4346643,0.5444459,0.5354066999999999,0.6475366,0.779906,0.7679813,0.7343944,0.8526537000000001,0.7679884,0.8346421,0.5321895000000001,0.3334002,0.38949809999999996,0.4897187,0.3951315,0.4555393,0.46868279999999995,0.4839111,0.4645242,0.4797262,0.3849145,0.36087659999999994,0.3408723,0.2589882,0.22507860000000002,0.368671,0.2413297,0.2964436,0.2903657,0.2176304,0.2544031,0.264291,0.1244384,0.19404820000000003,0.1857284,0.21126079999999997,0.215743,0.20108099999999998,0.2824388,0.3275223,0.3024622,0.2799752,0.24000100000000002,0.2631449,0.2101121,0.107779,0.1277003,0.08409580000000001,0.10833720000000001,0.1110434,0.09480160000000001,0.1008922,0.124904,0.095411,0.2481221,0.2049569,0.3911797
"Merrimack, New Hampshire",0.0,0.9174015,0.9581312,0.9314005,0.9548113000000001,0.953782,0.948773,0.9472253,0.8657601999999999,0.7093208000000001,0.5972066,0.42763690000000004,0.35016690000000006,0.31602620000000003,0.4187192,0.326087,0.8716475,1.1078998,1.0362694,0.9569378000000001,1.3681591999999998,1.2782205,1.3692732,1.0228109,0.7827714,0.9002005,0.9870707000000001,0.78409,0.7167699000000001,0.6589571999999999,0.6873895999999999,0.9021406999999999,0.8351101999999999,0.8351893,0.6379585,0.6394884,0.40160640000000003,0.331675,0.0801282,0.3047433,0.41310169999999996,0.38039459999999997,0.36167350000000004,0.46010340000000005,0.5061150999999999,0.5740892,0.6480704,0.6330687,0.6348034,0.6302624,0.5330099,0.46688230000000003,0.5423637,0.29784109999999997,0.150659,0.2969389,0.295697,0.2882078,0.4372896,0.36557690000000004,0.3799653,0.40508390000000005,0.2544945,0.259471,0.26786279999999996,0.0892857,0.0606061,0.1822457,0.23768119999999998,0.40112990000000004,0.4115942,0.41813900000000004,0.42036709999999994,0.3765432,0.2666667,0.203666,0.0,0.20737329999999998,0.3255814,0.33816430000000003,0.3431373
"Rockingham, New Hampshire",0.23809520000000003,0.4651163,0.2603037,0.46096459999999995,0.48821549999999997,0.5788982,0.5748725,0.7085345999999999,0.7207954000000001,1.1311537,1.0582011,1.1536126,0.8677439,1.0561762,0.7588441999999999,0.7398496,0.4630472,0.4670134,0.30346409999999996,0.3506018,0.1826484,0.2555737,0.3190967,0.3233831,0.43129609999999996,0.5446221,0.5009674,0.4124063,0.348916,0.3490659,0.34045759999999997,0.26240820000000004,0.1312336,0.1703354,0.2365763,0.2443712,0.2119129,0.21412039999999996,0.48986490000000005,0.4160689,0.3690808,0.436828,0.41881440000000003,0.511509,0.7030371,0.4780652,0.7062147,0.701459,0.5807521999999999,0.6808279,0.5657328,0.34843209999999997,0.33670029999999995,0.11286680000000002,0.11025360000000001,0.27144409999999997,0.1625135,0.2103049,0.21321959999999998,0.22148389999999998,0.2197802,0.23446660000000002,0.060024,0.2493766,0.19685039999999998,0.22845949999999998,0.2302632,0.22996060000000001,0.30785559999999995,0.40305009999999997,0.2988048,0.3004005,0.2680965,0.27472529999999995,0.2902758,0.199005,0.10351969999999999,0.15723270000000003,0.1584786,0.1697793,0.41390730000000003
"Strafford, New Hampshire",0.0,0.6695578000000001,0.703797,0.8041363,0.7218047,0.7037901999999999,0.7005121999999999,0.8923631999999999,0.756151,0.690342,0.5629139,0.615942,0.5743243,0.5059524000000001,0.1639344,0.18050539999999998,0.174216,0.06993010000000001,0.2310231,0.6586826,0.625,0.5978260999999999,0.5916306,0.6165748999999999,0.6101076,0.6292647,0.3010466,0.31403590000000003,0.32994709999999994,0.5769819,0.6569665,0.6021194999999999,0.4966887,0.48543690000000006,0.7716049,0.7598784000000001,0.46583850000000004,0.3436426,0.3322259,0.26954179999999994,0.2544529,0.0,0.2409639,0.2392344,0.20920500000000003,0.2766798,0.49180329999999994,0.4878049,0.5858585999999999,0.3822938,0.5471698,0.5731225000000001,0.4970179,0.2988048,0.30425959999999996,0.1949318,0.19607839999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.265252,0.2590674,0.25839789999999996,0.2590674,0.24691359999999998,0.2403846,0.25188920000000004,0.0,0.0,0.08591069999999999,0.08795069999999999,0.094697,0.2873563,0.30030029999999996,0.29940120000000003,0.30674850000000004,0.20387360000000002
"Sullivan, New Hampshire",0.0,0.0,1.6107383,1.25,1.0958903999999998,1.0810811000000002,1.0714286,0.6306305999999999,0.5291005,0.6410256,0.8,0.0,0.8547009,0.8,0.8620690000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23640660000000002,0.2331002,0.8830021999999998,0.9070295,0.8602151,0.8714597,0.8602151,0.7246376999999999,0.6622517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7222221999999999,0.6146571999999999,0.5777778,0.5189621,0.4242424,0.4069767,0.3932584,0.0,0.0,0.0,0.0,0.147929,0.13888889999999998,0.13888889999999998,0.1329787,0.1336898,0.13888889999999998,0.1470588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7518796999999999,0.7936508000000001,1.6393442999999999,0.0,0.0,0.0,0.0
"Atlantic, New Jersey",2.43476,0.9887232,0.9023181999999998,0.8170196999999999,0.8004876999999999,0.7723375,0.7656066,0.5203462999999999,0.5971121,0.5595462,0.585588,0.5050505,0.5102041,0.6329114,0.7782101,0.7392473,0.5625879,0.44247790000000004,0.5797101,1.1065007,0.8145363,0.7965686,1.0959940000000001,1.3888889,1.2491782,1.2318122,0.8108542,1.1567038,1.2793551,0.8250825,0.5208332999999999,0.6840795999999999,0.6358768,0.7068452,0.2663623,0.1481481,0.15290520000000002,0.382263,0.3858025,0.3293808,0.3180662,0.3075031,0.29137529999999995,0.2934272,0.1025641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13698629999999998,0.1457726,0.14492750000000001,0.14970060000000002,0.1470588,0.1466276,0.14285710000000001,0.0,0.0,0.0,0.0,0.0,0.18518520000000002,0.1932367,0.6467662,0.6585613,0.6467662,0.8435583000000001,0.8899676,0.6592826999999999,0.6490135,0.1906318,0.2938034,0.3150057,0.11695910000000001
"Bergen, New Jersey",1.1013216000000001,1.8262626,1.8664786,1.5546073,1.4324312,1.4426656,1.4259129,1.3905661,1.3452742,1.1152483999999998,1.1400736999999999,1.355248,1.3082584,1.2258544,1.1627907,0.6505576,0.9500566999999999,1.0309945,0.7547725000000001,0.9184986999999999,0.8484848,0.8865537,0.8639239,0.6405788,0.5695515,0.6273408,0.5044525,0.6506708000000001,0.7056114,0.6875403,0.5898755999999999,0.7209355,0.7445459,0.6055819,0.5973813,0.5909091,0.6329296,0.6820276,0.6155219,0.6045626999999999,0.6259123999999999,0.4718807,0.33645559999999997,0.29263320000000004,0.273497,0.21971390000000002,0.2010596,0.2652163,0.2819326,0.2837408,0.2740729,0.2846537,0.26236190000000004,0.21217289999999997,0.21691970000000002,0.16483520000000002,0.305267,0.37337659999999995,0.3206522,0.3218767,0.3909692,0.29789720000000003,0.3146111,0.23040100000000002,0.159229,0.16291529999999999,0.2582944,0.246085,0.3557568,0.3852255,0.31510240000000006,0.3140422,0.41554359999999996,0.3398605,0.3201507,0.199262,0.1843318,0.26287259999999996,0.3587571,0.24039870000000002,0.2343509
"Burlington, New Jersey",0.0,0.5823689000000001,0.6267385,0.6460266,0.7159757,0.6931906999999999,0.6899968000000001,0.7752171999999999,0.7377925000000001,0.7213712,0.6548932,0.32380879999999995,0.334702,0.4086913,0.21367519999999998,0.13888889999999998,0.1302083,0.1351351,0.6329114,0.6395349,0.5011135999999999,0.5913978,0.5801688,0.5717256,0.831764,0.4409976,0.48661800000000005,0.6377858000000001,0.8202443000000001,0.8333333,0.9613785,0.9037603999999999,1.1362318999999999,1.0645646,1.1571428999999998,0.7826797,0.7884774,0.6596306,0.4545455,0.27839640000000004,0.26427059999999997,0.11643379999999999,0.1614987,0.16371970000000002,0.1459085,0.0954674,0.1588509,0.1601444,0.1094222,0.06677469999999999,0.14172579999999999,0.3502229,0.5782948,0.5242734,0.681517,0.6546553,0.6556890000000001,0.5740161,0.390449,0.16891889999999998,0.1686341,0.1636126,0.16332750000000001,0.25761649999999997,0.2691948,0.2608893,0.6089913,0.8087840000000001,0.6240041999999999,0.7747961,0.6916310999999999,0.6789639000000001,0.8864675999999999,0.5347092,0.4061896,0.3954802,0.443787,0.5832874,0.5799287,0.39327399999999996,0.39174970000000003
"Camden, New Jersey",1.1831918,0.6415478,0.7313814000000001,0.5816382,0.6324175999999999,0.6141937,0.6088968000000001,0.5092872,0.5082575,0.3793623,0.5062966,0.21754339999999997,0.22283160000000002,0.26372979999999996,0.4360465,0.45045050000000003,0.203252,0.20467839999999998,0.5645161,0.5503145,0.8908046000000001,0.7397504,0.8821233,0.9160893,0.821256,0.8016032,0.9541985000000001,0.7378129,0.748163,0.5730259,0.5117845,0.5767651999999999,0.3663004,0.1273237,0.30234320000000003,0.3055768,0.3055768,0.31746030000000003,0.35180300000000003,0.36066820000000005,0.35029499999999997,0.5519943,0.5484784,0.5640466,0.6557885,0.5729224,0.5074028,0.5967062,0.2485933,0.23344589999999998,0.3339603,0.3019259,0.3014763,0.3121682,0.2011613,0.33591309999999996,0.42301179999999994,0.2916667,0.22045860000000003,0.2293578,0.22768670000000002,0.2340824,0.1876173,0.0959693,0.09960160000000001,0.0982318,0.1470588,0.1459144,0.27296079999999995,0.3503788,0.36779320000000004,0.3564547,0.4554264,0.41015619999999997,0.4233871,0.29371579999999997,0.203666,0.2114165,0.2202643,0.23241399999999998,0.23444829999999997
"Cape May, New Jersey",0.0,1.756857,1.7956966,1.3709103,1.2408627,1.1986296,1.1862071,1.0576528,0.564409,0.08912660000000001,0.14749260000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2949853,0.2849003,0.2898551,0.25062660000000003,0.23980820000000003,0.0,0.0,0.0,0.0,0.0,0.2,0.7105943,0.7452575,0.6642511999999999,0.6642511999999999,0.6892231,0.7275132,0.5376344,0.0,0.0,0.0,0.0,0.0,0.8620690000000001,0.8403360999999999,0.8130081,0.7575758,0.6849314999999999,0.7042254,0.7042254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78125,0.8620690000000001
"Cumberland, New Jersey",0.0,0.7666095,0.5597522,0.6380887,0.7594198,0.7309720999999999,0.7268876999999999,0.5604691999999999,0.9229548000000001,1.1962574,1.2612613000000001,0.9592325999999999,1.0335917,0.9456264999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3994911,1.3381995,1.2731481000000002,1.2643678,1.0948905,1.4285714,1.4285714,0.8064515999999999,1.4227642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8695652,0.0,0.0,1.4925373,1.4492753999999999,1.4388489,1.2738854,0.6060606,0.5494505000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27777779999999996,0.28011199999999997,0.0,0.0
"Essex, New Jersey",1.4273051,1.9044157,1.8642130000000001,1.7500286,1.6588961,1.7462995,1.7792038000000001,1.7965366999999999,1.5694868,1.5288431999999998,1.5974241000000002,2.2870328,1.7809326,1.5243966999999998,1.3993383999999998,1.5037318000000002,1.2722166000000001,1.3696324,1.1091343,1.2688042,1.1658306999999999,1.2609591,1.2316278999999999,1.1937308,1.1961579,1.0917805,0.9347675,1.0803352,0.9606508,1.0366440000000001,0.9599664000000001,0.6871556999999999,0.5270939,0.6940481,0.9769436,0.9127655000000001,0.8449585999999999,1.1024656000000002,1.2562818999999998,1.0492834999999998,1.0430573,0.6448292,0.6500529,0.5650408,0.34451709999999997,0.3583619,0.39384959999999997,0.4514821,0.4101251,0.5817346,0.6674288,0.9209866,0.9804381,1.0685053999999998,0.9076690000000001,0.9118796999999998,0.9041201999999999,0.8672205,0.6731246,0.4576528,0.31989140000000005,0.4442609,0.44575070000000006,0.31423190000000006,0.2351776,0.2506126,0.3034246,0.30515790000000004,0.20847849999999998,0.32071750000000004,0.250655,0.2526099,0.23510129999999999,0.18318929999999997,0.1940264,0.32265570000000005,0.18737079999999998,0.3042793,0.3805671,0.32895440000000004,0.32000270000000003
"Gloucester, New Jersey",0.3484218,0.4476551,0.5526946999999999,0.6880433000000001,0.6214158000000001,0.6469602,0.6420587,0.6421206,0.7481956,0.7876134,0.5487238,0.6853013000000001,0.5285321999999999,0.6136965999999999,0.6642942,0.4562738,0.28225809999999996,0.20576129999999998,0.5703421999999999,1.1862396000000002,1.2527233,1.1477046,1.3926325000000002,1.4285714,1.3480391999999999,1.3317191000000002,1.0,1.0928962,1.1019284,0.7936508000000001,0.9950249,1.0695971000000002,0.8749790000000001,0.7708119000000001,0.7492506999999999,1.122449,1.0912698,0.7820647,0.7434944,0.8278146000000001,0.955414,0.9118540999999999,0.5865103,0.5952381,0.6140351,0.562249,0.4195271,0.35688790000000004,0.1415428,0.1391788,0.13495279999999998,0.1111111,0.11251760000000001,0.11519080000000001,0.043956,0.0441501,0.26905830000000003,0.2678571,0.22471910000000003,0.2392344,0.2444988,0.2624672,0.2604167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13404829999999998,0.2240143,0.23474179999999997,0.2354049,0.37453179999999997,0.37664780000000003,0.36429870000000003,0.24015370000000003,0.1436782
"Hudson, New Jersey",0.9760589,1.2284499,1.8964509999999999,1.9265077000000002,1.8973832,1.9343754000000002,1.9235822,2.1221761000000003,2.2638458,1.8791886999999998,1.8096927,1.8173181,1.7272962,1.6014194,1.7304688000000001,1.9644953,1.8404634999999998,1.6757741000000002,1.6903915,1.5002773,1.3518518999999998,0.8898509,0.8655153,0.8229008,0.7746674,0.6371753000000001,0.5417897,0.6734728,0.5924148,0.357906,0.599708,0.7247718000000001,0.7384403,0.8326549999999999,0.9126398000000001,0.974836,1.2677063999999998,1.0347511999999999,0.8764608,0.7777778000000001,0.8124077,0.6807512,0.7315958,0.5548006999999999,0.49736090000000005,0.5259429,0.6606469,0.7357226,0.6790705,0.5255729,0.45687429999999996,0.53345,0.4830311,0.5001879,0.4293760999999999,0.40575959999999994,0.4783597,0.4941964,0.7321708,0.8501344000000001,0.8160579000000001,0.7411273,0.829918,0.7692308000000001,0.7964912,0.5825243,0.5307161,0.5494905,0.5453232,0.5561694,0.5276849,0.5555555999999999,0.6203812,0.5170316,0.36813920000000006,0.6025465999999999,0.5291005,0.5774278,0.7478632,0.6688068,0.8253461
"Hunterdon, New Jersey",0.0,1.4771007,1.2597577,1.1516743,1.1009669,1.0702981000000003,1.0684379,0.9901426,0.6476183000000001,0.6153498000000001,0.40160640000000003,0.7425743,0.6912441999999999,0.6024096,0.6666667,0.7281553000000001,0.9302326,1.2820513,0.6880734000000001,0.6493505999999999,0.5859375,0.5681818000000001,0.49833890000000003,0.16129029999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15576320000000002,0.1432665,0.13661199999999998,0.14005599999999999,0.1440922,0.14925370000000002,0.14285710000000001,0.0,0.0,0.0455373,0.043975400000000005,0.04456330000000001,0.0448029,0.0451671,0.0440917,0.044326199999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16891889999999998,0.1683502,0.1628664,0.1639344,0.3618421,0.35598709999999995,0.3630363,0.20134229999999997,0.2197802,0.22304829999999998,0.233463,0.0,0.0,0.0,0.0
"Mercer, New Jersey",0.5070515,1.0064094000000001,1.0347944,0.8623120000000001,0.7704989000000001,0.7460386999999999,0.7403219,0.7024836999999999,0.492566,0.1727837,0.238252,0.5480683000000001,0.5379189,0.653753,0.9325945999999999,1.2296748,1.1793372,0.9661835999999999,0.9033424000000001,0.8634538,0.6628788000000001,0.4746835,0.4174473,0.4142906,0.3758555,0.1979003,0.1574227,0.33326609999999995,0.3430669,0.19180250000000001,0.1935848,0.2079175,0.23836770000000002,0.2597672,0.0,0.18427520000000003,0.1824818,0.18656720000000002,0.2512563,0.2620545,0.2480159,0.32467529999999994,0.18148820000000002,0.2289377,0.3880176,0.33516690000000005,0.2922499,0.3091616,0.3091616,0.46970790000000007,0.4061473,0.2950603,0.29463140000000004,0.3713478,0.34628369999999997,0.2704433,0.10947660000000001,0.3080973,0.27355290000000004,0.27192990000000006,0.2025747,0.29656309999999997,0.3065775,0.31073449999999997,0.0892857,0.0881834,0.1831502,0.18148820000000002,0.0909091,0.19855599999999998,0.2577938,0.2577938,0.2709515,0.1787995,0.29132790000000003,0.2843915,0.37957209999999997,0.33482140000000005,0.41291289999999997,0.4176157999999999,0.4147813
"Middlesex, New Jersey",0.1256656,0.6584161000000001,0.8818658000000001,0.9958503000000001,1.0238973,1.0496306,1.0347008,1.0701104,1.0471916,0.9296847,0.7669869,0.7762351,0.7395528,0.7650796999999999,0.8643700000000001,1.0851313999999999,1.070036,0.9619665999999999,0.7684243000000001,0.6470791,0.8639498,0.8233550999999999,0.6469214,0.6235669,0.6661685,0.6463791,0.6719191999999999,0.4457592000000001,0.5320286999999999,0.5528630999999999,0.5250553000000001,0.43187539999999996,0.45347139999999997,0.4006884,0.3516101,0.2245974,0.2314942,0.2472595,0.2238113,0.4070388,0.4546715,0.48607520000000004,0.5402219,0.48770820000000004,0.45994700000000005,0.4432259,0.3219034,0.326878,0.2881455,0.2068112,0.31387909999999997,0.3809883,0.4965266,0.5283776,0.46514399999999995,0.5171439,0.5751834,0.471724,0.46131590000000006,0.3639719,0.3432133,0.4182448,0.5146656,0.4394156,0.4954018,0.4107269,0.46142829999999996,0.43190270000000003,0.3700864,0.2613396,0.31562080000000003,0.32085890000000006,0.33219509999999997,0.3649203,0.334915,0.3386234,0.5024814000000001,0.4455249,0.3708169,0.5141911,0.3917203
"Monmouth, New Jersey",0.8066766,0.893388,0.8592786,0.7865211,0.7508925999999999,0.7304129,0.7358468,0.663744,0.5411713,0.4210152,0.533982,0.7530698,0.7595156999999999,0.6686432,0.8269489999999999,1.1630435,1.1946903,0.9427208,0.7739381,0.7039948,0.8471965,0.9760473,0.6684547,0.7828111,0.8908636999999999,0.7678776999999999,1.0093708000000001,0.8851435,0.7341827,0.7533295999999999,0.6749357,0.5253939999999999,0.5736138000000001,0.5360623999999999,0.5268199,0.6142098000000001,0.8199465,0.6318305999999999,0.5315501,0.5877034000000001,0.3454525,0.3296493,0.2565621,0.1032607,0.21405729999999998,0.208054,0.16039389999999998,0.22489589999999998,0.22359099999999998,0.360662,0.4348781,0.4742767,0.5204479999999999,0.48117669999999996,0.4114982,0.4131286,0.276793,0.1854807,0.046839599999999995,0.0,0.0,0.07156939999999999,0.0750459,0.0746664,0.2310058,0.2692079,0.2701037,0.26832449999999997,0.1855765,0.2522931,0.2617254,0.11513620000000001,0.07950689999999999,0.0812461,0.08558919999999999,0.1198585,0.0350263,0.0353982,0.03442340000000001,0.0340136,0.159129
"Morris, New Jersey",0.9470431,0.5976981,1.0157776,0.9495913,0.9337469999999999,0.9437760000000001,0.9380099000000001,1.0378635,1.0882293,0.838443,0.8609629999999999,0.7952475,0.6676681,0.7356215,0.427555,0.6686914,0.623233,0.5681229999999999,0.4951103,0.4931803,0.3550247,0.4596384,0.43751530000000005,0.4920464,0.43149490000000007,0.5093667000000001,0.49549,0.486526,0.5333359999999999,0.41171540000000006,0.28046190000000004,0.344529,0.37479470000000004,0.40407059999999995,0.47687529999999995,0.2851929,0.295022,0.3086308,0.24430010000000002,0.122002,0.13441570000000003,0.0658009,0.06429059999999999,0.06386030000000001,0.1283818,0.113639,0.1364263,0.1860207,0.25983579999999995,0.3265321,0.36510529999999997,0.3235857,0.38344079999999997,0.38365570000000004,0.306698,0.3019717,0.23524970000000003,0.182134,0.23034410000000002,0.160408,0.1946507,0.3560954,0.30380619999999997,0.438914,0.4602424,0.4866666,0.6667448,0.6063353,0.42492340000000006,0.418541,0.3260795,0.3189782,0.2656624,0.1036375,0.1600499,0.1616298,0.2918133,0.2430583,0.2480633,0.44926359999999993,0.4588152
"Ocean, New Jersey",0.3332533,0.9047769,0.8476511999999998,1.0161564,0.9711483,0.9444249,0.9344015,0.9911169,0.9942216999999999,1.1294572,0.7687891,0.9925083,1.0238714,0.9785205,0.9695745000000001,1.0601718999999998,1.0734463,1.2146893,1.0617284,1.0089686,0.9146341,1.2389258,1.2046117,1.1737753,1.1684306,1.0764477,1.1111933999999999,1.2312141,1.067305,0.7800456,0.80669,0.8064515999999999,0.8351489,0.9219858,0.9018759,0.705271,0.8130081,0.6862745,0.7540603,0.6578946999999999,0.5319149000000001,0.4534084,0.40613720000000003,0.3216912,0.4191129,0.2378757,0.3903788,0.42340029999999995,0.602025,0.5365867,0.5292992,0.5372117,0.5808012,0.47781260000000003,0.4546814,0.2546062,0.2541752,0.24994380000000002,0.0853162,0.2109705,0.34482759999999996,0.3577818,0.3571429,0.5484460999999999,0.6566604,0.7222221999999999,0.5206463,0.4542773,0.4320988,0.6128293,0.4320988,0.591487,0.5349099,0.5422374,0.46040519999999996,0.5703421999999999,0.5847953,0.6097561,0.3036437,0.31185029999999997,0.41841000000000006
"Passaic, New Jersey",5.080565099999999,3.1815092000000003,2.6535682,2.3348597,2.2488415,2.2138917,2.1909793,1.8563535,1.3792737,1.1772968000000001,1.1662468000000001,0.9840017,0.8990265,0.8512799999999999,0.9269654,1.1895373,1.2268785,0.9706098,0.9331334000000001,1.0430734,0.9405950000000001,0.9915187,0.9488051,0.8401463,1.0354603999999998,0.9756771000000001,0.8243985999999999,0.8843175999999999,0.7403531,0.7412602,0.7316165,0.5768358,0.6464867,0.8139703,0.8224271000000001,0.8257664,0.8291374,0.9898611999999999,1.0838261,0.9740365,0.802293,0.7348109,0.5124849,0.6592958999999999,0.6527294,0.484433,0.5075728,0.5830411,0.7858619000000001,0.8102680999999999,0.5504894,0.5789656999999999,0.620691,0.7189491,0.7968770000000001,0.6614279000000001,0.6398341,0.6816875,0.5597538000000001,0.4909818,0.47576130000000005,0.32981740000000004,0.4058651,0.449686,0.5915669,0.6253585,0.8290315999999999,0.7275851999999999,0.7281038000000001,0.5851134,0.8079063,0.6363718,0.7837571,0.6075305000000001,0.7363626,0.7598163,0.7865764000000001,0.57645,0.5977265,0.2804191,0.6088028
"Salem, New Jersey",0.0,0.9176501,0.7558825,0.9946441999999999,0.8899386999999999,0.8666017,0.854381,0.9054554,0.6698346,0.7009346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8888889000000001,0.4901960999999999,0.5677656,0.5381944000000001,0.5354059,0.37634409999999996,0.1052632,0.1052632,0.6593406999999999,0.9668508,1.0233918,1.1666667,1.1904762,0.0,0.0,0.0,0.0,0.0,0.0,1.1409396,0.7792208,1.0759493999999998,0.9615385000000001,0.8474575999999999,1.1904762,1.1136713,0.6558642,0.6468798000000001,0.4147813,0.40740740000000003,0.42242700000000005,0.3284072,0.3236246,0.6633498999999999,0.6504065,0.7433489999999999,0.7468553000000001,0.7575758,0.43238990000000005,0.4676871,0.1315789,0.5737705,0.46783630000000004,0.4878049,0.44943820000000007,0.46783630000000004,0.46783630000000004,0.46783630000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Somerset, New Jersey",0.6532671999999999,0.6507584,0.7318505,0.6283201,0.9339745,0.9047546999999999,0.8948735999999999,0.8645875,0.8068003,0.9389693000000001,1.0211613000000002,0.3520692,0.32057240000000004,0.5412982,0.6056813,0.7116794,0.435721,0.7981689999999999,0.7401441,0.7017385,0.45769670000000007,0.4782795999999999,0.4380937,0.4257326,0.1649894,0.2603722,0.30235609999999996,0.5053923,0.4111462,0.39255500000000004,0.45247129999999997,0.695005,0.6432853000000001,0.7357857,0.6417736999999999,0.648183,0.6513738,0.5770714,0.31231809999999993,0.4953888,0.43086779999999997,0.26344029999999996,0.26527449999999997,0.2710767,0.31118640000000003,0.3079102,0.1773432,0.1214269,0.1618083,0.1655819,0.19829589999999997,0.257256,0.2535886,0.2191076,0.2273991,0.1865876,0.2433817,0.19790660000000002,0.08723489999999999,0.09769989999999999,0.1157432,0.28311020000000003,0.29080170000000005,0.3346612,0.348269,0.34743559999999996,0.47850410000000004,0.44443809999999995,0.2898907,0.3006969,0.1789566,0.3760801,0.4500157,0.31509770000000004,0.3744384,0.33846220000000005,0.3383969,0.4896189,0.2669973,0.4026234,0.4003816
"Sussex, New Jersey",0.0,1.2400271999999999,1.084402,1.2154681,1.2512473999999998,1.2302643,1.2265246,1.3004636,1.2609522,1.6620091000000001,1.4046121999999999,1.2267658000000001,1.1148649,0.9939759,0.7680723,0.5498281999999999,0.0,0.12345679999999999,0.2185792,0.25717110000000004,0.5100182,0.991453,0.9119497,0.9901738000000001,0.8385308000000001,0.7613169,0.9677418999999999,1.0313901,0.6432749,0.6758833000000001,0.548048,0.5934959,0.6835206,0.4095238,0.0933707,0.2941176,0.44247790000000004,0.7716049,0.8160236999999999,0.8104738,0.7888350000000001,0.8511481,0.7104455,0.5952381,0.3405018,0.4752206,0.47814209999999996,0.5115512,0.4518072,0.3514056,0.3371869,0.3451677,0.1488095,0.049505,0.0,0.0,0.0,0.0,0.2004008,0.20080320000000002,0.2109705,0.22371359999999998,0.2898551,0.5039597,0.5150846,0.33085190000000003,0.359389,0.36429870000000003,0.3436426,0.2617801,0.0668449,0.0679348,0.32808400000000004,0.3351206,0.349162,0.35816620000000005,0.3858025,0.3344482,0.3355705,0.0,0.0
