Georgia,10519475
Appling County,18507
Atkinson County,8297
Bacon County,11185
Baker County,3092
Baldwin County,44823
Banks County,18988
Barrow County,80809
Bartow County,106408
Ben Hill County,16787
Berrien County,19252
Bibb County,153095
Bleckley County,12838
Brantley County,18897
Brooks County,15513
Bryan County,38109
Bulloch County,77296
Burke County,22423
Butts County,24193
Calhoun County,6352
Camden County,53677
Candler County,10836
Carroll County,118121
Catoosa County,67420
Charlton County,12968
Chatham County,289195
Chattahoochee County,10684
Chattooga County,24790
Cherokee County,254149
Clarke County,127330
Clay County,2887
Clayton County,289615
Clinch County,6648
Cobb County,756865
Coffee County,43093
Colquitt County,45592
Columbia County,154291
Cook County,17162
Coweta County,145864
Crawford County,12318
Crisp County,22601
Dade County,16226
Dawson County,25083
Decatur County,26575
DeKalb County,756558
Dodge County,20705
Dooly County,13706
Dougherty County,91243
Douglas County,145331
Early County,10247
Echols County,4000
Effingham County,62190
Elbert County,19120
Emanuel County,22612
Evans County,10721
Fannin County,25964
Fayette County,113459
Floyd County,97927
Forsyth County,236612
Franklin County,23023
Fulton County,1050114
Gilmer County,30816
Glascock County,2995
Glynn County,85219
Gordon County,57685
Grady County,24748
Greene County,17698
Gwinnett County,927781
Habersham County,45388
Hall County,202148
Hancock County,8348
Haralson County,29533
Harris County,34475
Hart County,26099
Heard County,11879
Henry County,230220
Houston County,155469
Irwin County,9398
Jackson County,70422
Jasper County,14040
Jeff Davis County,15029
Jefferson County,15430
Jenkins County,8683
Johnson County,9708
Jones County,28616
Lamar County,19000
Lanier County,10340
Laurens County,47325
Lee County,29764
Liberty County,61497
Lincoln County,7915
Long County,18998
Lowndes County,116321
Lumpkin County,32955
McDuffie County,21531
McIntosh County,14340
Macon County,13143
Madison County,29650
Marion County,8351
Meriwether County,21068
Miller County,5686
Mitchell County,22192
Monroe County,27520
Montgomery County,9193
Morgan County,18853
Murray County,39921
Muscogee County,194160
Newton County,109541
Oconee County,39272
Oglethorpe County,15054
Paulding County,164044
Peach County,27297
Pickens County,31980
Pierce County,19389
Pike County,18634
Polk County,42470
Pulaski County,11069
Putnam County,21809
Quitman County,2279
Rabun County,16867
Randolph County,6833
Richmond County,201554
Rockdale County,90594
Schley County,5236
Screven County,13938
Seminole County,8315
Spalding County,66100
Stephens County,26035
Stewart County,6199
Sumter County,29733
Talbot County,6272
Taliaferro County,1608
Tattnall County,25391
Taylor County,8039
Telfair County,15876
Terrell County,8611
Thomas County,44448
Tift County,40571
Toombs County,26887
Towns County,11852
Treutlen County,6809
Troup County,70034
Turner County,7912
Twiggs County,8188
Union County,24001
Upson County,26215
Walker County,69410
Walton County,93503
Ware County,35680
Warren County,5251
Washington County,20386
Wayne County,29808
Webster County,2611
Wheeler County,7879
White County,29970
Whitfield County,104062
Wilcox County,8812
Wilkes County,9876
Wilkinson County,9036
Worth County,20299
