Kansas,2911505
Allen County,12444
Anderson County,7878
Atchison County,16193
Barber County,4472
Barton County,26111
Bourbon County,14653
Brown County,9598
Butler County,66765
Chase County,2629
Chautauqua County,3309
Cherokee County,20015
Cheyenne County,2660
Clark County,2005
Clay County,7997
Cloud County,8729
Coffey County,8233
Comanche County,1748
Cowley County,35218
Crawford County,39019
Decatur County,2871
Dickinson County,18717
Doniphan County,7682
Douglas County,121436
Edwards County,2849
Elk County,2508
Ellis County,28710
Ellsworth County,6196
Finney County,36611
Ford County,33888
Franklin County,25631
Geary County,32594
Gove County,2612
Graham County,2492
Grant County,7336
Gray County,6033
Greeley County,1227
Greenwood County,6055
Hamilton County,2607
Harper County,5506
Harvey County,34210
Haskell County,3997
Hodgeman County,1818
Jackson County,13280
Jefferson County,18975
Jewell County,2841
Johnson County,597555
Kearny County,3943
Kingman County,7310
Kiowa County,2516
Labette County,19964
Lane County,1560
Leavenworth County,81352
Lincoln County,3023
Linn County,9750
Logan County,2844
Lyon County,33406
McPherson County,28537
Marion County,11950
Marshall County,9722
Meade County,4146
Miami County,33680
Mitchell County,6150
Montgomery County,32120
Morris County,5521
Morton County,2667
Nemaha County,10155
Neosho County,15951
Ness County,2840
Norton County,5430
Osage County,15941
Osborne County,3475
Ottawa County,5802
Pawnee County,6562
Phillips County,5317
Pottawatomie County,24277
Pratt County,9378
Rawlins County,2508
Reno County,62342
Republic County,4664
Rice County,9531
Riley County,73703
Rooks County,5013
Rush County,3093
Russell County,6907
Saline County,54401
Scott County,4897
Sedgwick County,513607
Seward County,21780
Shawnee County,177499
Sheridan County,2533
Sherman County,5899
Smith County,3603
Stafford County,4178
Stanton County,1987
Stevens County,5559
Sumner County,22996
Thomas County,7711
Trego County,2793
Wabaunsee County,6899
Wallace County,1503
Washington County,5420
Wichita County,2105
Wilson County,8665
Woodson County,3183
Wyandotte County,165324
