Louisiana,4659978
Acadia Parish,62190
Allen Parish,25605
Ascension Parish,124672
Assumption Parish,22300
Avoyelles Parish,40462
Beauregard Parish,37253
Bienville Parish,13308
Bossier Parish,127185
Caddo Parish,242922
Calcasieu Parish,203112
Caldwell Parish,9960
Cameron Parish,6968
Catahoula Parish,9608
Claiborne Parish,15944
Concordia Parish,19572
De Soto Parish,27436
East Baton Rouge Parish,440956
East Carroll Parish,7037
East Feliciana Parish,19305
Evangeline Parish,33443
Franklin Parish,20156
Grant Parish,22482
Iberia Parish,70941
Iberville Parish,32721
Jackson Parish,15902
Jefferson Parish,434051
Jefferson Davis Parish,31582
Lafayette Parish,242782
Lafourche Parish,98115
LaSalle Parish,14917
Lincoln Parish,47196
Livingston Parish,139567
Madison Parish,11161
Morehouse Parish,25398
Natchitoches Parish,38659
Orleans Parish,391006
Ouachita Parish,154475
Plaquemines Parish,23410
Pointe Coupee Parish,21940
Rapides Parish,130562
Red River Parish,8477
Richland Parish,20192
Sabine Parish,24032
St. Bernard Parish,46721
St. Charles Parish,52879
St. Helena Parish,10262
St. James Parish,21037
St. John the Baptist Parish,43184
St. Landry Parish,82764
St. Martin Parish,53621
St. Mary Parish,49774
St. Tammany Parish,258111
Tangipahoa Parish,133777
Tensas Parish,4462
Terrebonne Parish,111021
Union Parish,22330
Vermilion Parish,59830
Vernon Parish,48860
Washington Parish,46582
Webster Parish,38798
West Baton Rouge Parish,26427
West Carroll Parish,10982
West Feliciana Parish,15460
Winn Parish,14134
