Michigan,9995915
Alcona County,10362
Alger County,9097
Allegan County,117327
Alpena County,28360
Antrim County,23365
Arenac County,15041
Baraga County,8320
Barry County,61157
Bay County,103923
Benzie County,17753
Berrien County,154141
Branch County,43622
Calhoun County,134487
Cass County,51653
Charlevoix County,26244
Cheboygan County,25413
Chippewa County,37517
Clare County,30757
Clinton County,79332
Crawford County,13901
Delta County,35857
Dickinson County,25383
Eaton County,109826
Emmet County,33308
Genesee County,406892
Gladwin County,25337
Gogebic County,15096
Grand Traverse County,92573
Gratiot County,40599
Hillsdale County,45749
Houghton County,36219
Huron County,31166
Ingham County,292735
Ionia County,64210
Iosco County,25081
Iron County,11117
Isabella County,70562
Jackson County,158823
Kalamazoo County,264870
Kalkaska County,17824
Kent County,653786
Keweenaw County,2113
Lake County,11881
Lapeer County,88028
Leelanau County,21764
Lenawee County,98266
Livingston County,191224
Luce County,6283
Mackinac County,10787
Macomb County,874759
Manistee County,24528
Marquette County,66516
Mason County,29100
Mecosta County,43545
Menominee County,22983
Midland County,83209
Missaukee County,15113
Monroe County,150439
Montcalm County,63968
Montmorency County,9265
Muskegon County,173588
Newaygo County,48892
Oakland County,1259201
Oceana County,26625
Ogemaw County,20952
Ontonagon County,5795
Osceola County,23341
Oscoda County,8276
Otsego County,24665
Ottawa County,290494
Presque Isle County,12738
Roscommon County,23884
Saginaw County,190800
St. Clair County,159337
St. Joseph County,61043
Sanilac County,41182
Schoolcraft County,8068
Shiawassee County,68192
Tuscola County,52516
Van Buren County,75448
Washtenaw County,370963
Wayne County,1753893
Wexford County,33466
