Idaho,1754208
Ada County,469966
Adams County,4250
Bannock County,87138
Bear Lake County,6050
Benewah County,9226
Bingham County,46236
Blaine County,22601
Boise County,7634
Bonner County,44727
Bonneville County,116854
Boundary County,11948
Butte County,2611
Camas County,1127
Canyon County,223499
Caribou County,7060
Cassia County,23864
Clark County,852
Clearwater County,8758
Custer County,4280
Elmore County,27259
Franklin County,13726
Fremont County,13168
Gem County,17634
Gooding County,15196
Idaho County,16513
Jefferson County,29439
Jerome County,24015
Kootenai County,161505
Latah County,40134
Lemhi County,7961
Lewis County,3861
Lincoln County,5360
Madison County,39304
Minidoka County,20825
Nez Perce County,40408
Oneida County,4488
Owyhee County,11693
Payette County,23551
Power County,7768
Shoshone County,12796
Teton County,11640
Twin Falls County,86081
Valley County,11041
Washington County,10161
