Alabama,4887871
Autauga County,55601
Baldwin County,218022
Barbour County,24881
Bibb County,22400
Blount County,57840
Bullock County,10138
Butler County,19680
Calhoun County,114277
Chambers County,33615
Cherokee County,26032
Chilton County,44153
Choctaw County,12841
Clarke County,23920
Clay County,13275
Cleburne County,14987
Coffee County,51909
Colbert County,54762
Conecuh County,12277
Coosa County,10715
Covington County,36986
Crenshaw County,13824
Cullman County,83442
Dale County,48956
Dallas County,38310
DeKalb County,71385
Elmore County,81887
Escambia County,36748
Etowah County,102501
Fayette County,16433
Franklin County,31363
Geneva County,26314
Greene County,8233
Hale County,14726
Henry County,17209
Houston County,104722
Jackson County,51736
Jefferson County,659300
Lamar County,13844
Lauderdale County,92387
Lawrence County,32957
Lee County,163941
Limestone County,96174
Lowndes County,9974
Macon County,18439
Madison County,366519
Marengo County,19066
Marion County,29763
Marshall County,96109
Mobile County,413757
Monroe County,21067
Montgomery County,225763
Morgan County,119089
Perry County,9140
Pickens County,19938
Pike County,33338
Randolph County,22725
Russell County,57781
St. Clair County,88690
Shelby County,215707
Sumter County,12691
Talladega County,79828
Tallapoosa County,40497
Tuscaloosa County,208911
Walker County,63711
Washington County,16378
Wilcox County,10627
Winston County,23660
