Oklahoma,3943079
Adair County,22082
Alfalfa County,5754
Atoka County,13838
Beaver County,5319
Beckham County,21709
Blaine County,9485
Bryan County,47192
Caddo County,28977
Canadian County,144447
Carter County,48177
Cherokee County,48675
Choctaw County,14668
Cimarron County,2153
Cleveland County,281669
Coal County,5520
Comanche County,120422
Cotton County,5776
Craig County,14306
Creek County,71604
Custer County,29036
Delaware County,42733
Dewey County,4894
Ellis County,3952
Garfield County,60913
Garvin County,27811
Grady County,55551
Grant County,4326
Greer County,5821
Harmon County,2664
Harper County,3797
Haskell County,12668
Hughes County,13335
Jackson County,24949
Jefferson County,6123
Johnston County,10949
Kay County,44161
Kingfisher County,15816
Kiowa County,8729
Latimer County,10231
Le Flore County,49980
Lincoln County,34920
Logan County,47291
Love County,10134
McClain County,39985
McCurtain County,32703
McIntosh County,19815
Major County,7644
Marshall County,16806
Mayes County,41107
Murray County,13953
Muskogee County,68362
Noble County,11289
Nowata County,10218
Okfuskee County,12098
Oklahoma County,792582
Okmulgee County,38335
Osage County,47014
Ottawa County,31175
Pawnee County,16390
Payne County,82040
Pittsburg County,43877
Pontotoc County,38247
Pottawatomie County,72679
Pushmataha County,11179
Roger Mills County,3656
Rogers County,91984
Seminole County,24578
Sequoyah County,41179
Stephens County,43265
Texas County,20455
Tillman County,7348
Tulsa County,648360
Wagoner County,80110
Washington County,51843
Washita County,11127
Woods County,8897
Woodward County,20222
