New Jersey,8908520
Atlantic County,265429
Bergen County,936692
Burlington County,445384
Camden County,507078
Cape May County,92560
Cumberland County,150972
Essex County,799767
Gloucester County,291408
Hudson County,676061
Hunterdon County,124714
Mercer County,369811
Middlesex County,829685
Monmouth County,621354
Morris County,494228
Ocean County,601651
Passaic County,503310
Salem County,62607
Somerset County,331164
Sussex County,140799
Union County,558067
Warren County,105779
