Mississippi,2986530
Adams County,31192
Alcorn County,36925
Amite County,12326
Attala County,18365
Benton County,8271
Bolivar County,31333
Calhoun County,14436
Carroll County,9911
Chickasaw County,17171
Choctaw County,8278
Claiborne County,9002
Clarke County,15604
Clay County,19386
Coahoma County,22628
Copiah County,28543
Covington County,18853
DeSoto County,182001
Forrest County,75036
Franklin County,7788
George County,24250
Greene County,13586
Grenada County,21055
Hancock County,47334
Harrison County,206650
Hinds County,237085
Holmes County,17622
Humphreys County,8257
Issaquena County,1308
Itawamba County,23517
Jackson County,143277
Jasper County,16428
Jefferson County,7106
Jefferson Davis County,11234
Jones County,68461
Kemper County,10027
Lafayette County,54793
Lamar County,62447
Lauderdale County,75317
Lawrence County,12455
Leake County,22763
Lee County,85202
Leflore County,28919
Lincoln County,34205
Lowndes County,58930
Madison County,105630
Marion County,24715
Marshall County,35451
Monroe County,35564
Montgomery County,10023
Neshoba County,29125
Newton County,21443
Noxubee County,10535
Oktibbeha County,49599
Panola County,34178
Pearl River County,55387
Perry County,11931
Pike County,39563
Pontotoc County,31833
Prentiss County,25315
Quitman County,7051
Rankin County,153902
Scott County,28287
Sharkey County,4377
Simpson County,26758
Smith County,16002
Stone County,18717
Sunflower County,25735
Tallahatchie County,13987
Tate County,28759
Tippah County,21995
Tishomingo County,19454
Tunica County,9944
Union County,28606
Walthall County,14465
Warren County,46176
Washington County,45063
Wayne County,20298
Webster County,9788
Wilkinson County,8792
Winston County,18165
Yalobusha County,12392
Yazoo County,28248
