county,counts,deaths
Unknown,1362,4
Bergen,7874,314
Essex,5598,276
Hudson,5437,122
Union,4831,125
Passaic,4372,71
Middlesex,4156,139
Monmouth,3038,86
Ocean,2856,101
Morris,2468,102
Somerset,1189,46
Mercer,992,28
Camden,838,22
Burlington,801,17
Sussex,357,21
Gloucester,340,7
Warren,289,9
Hunterdon,255,2
Atlantic,168,4
Cape May,100,3
Cumberland,80,2
Salem,36,3
