county,counts,deaths
Unknown,1189,2
Bergen,10848,608
Essex,8579,590
Hudson,8511,312
Union,7438,269
Passaic,6750,182
Middlesex,6576,248
Monmouth,4122,167
Ocean,4016,166
Morris,3525,212
Somerset,2001,101
Mercer,1856,76
Camden,1587,49
Burlington,1261,45
Gloucester,602,14
Sussex,551,41
Warren,468,30
Hunterdon,356,14
Atlantic,322,13
Cumberland,210,3
Cape May,178,10
Salem,84,4
