county,counts,deaths
Unknown,719,3
Bergen,11863,714
Essex,9672,684
Hudson,9636,420
Union,8429,330
Passaic,7604,221
Middlesex,7308,309
Ocean,4424,201
Monmouth,4414,206
Morris,3822,232
Somerset,2195,135
Mercer,2123,101
Camden,1807,64
Burlington,1366,54
Gloucester,664,22
Sussex,591,54
Warren,521,36
Hunterdon,385,16
Atlantic,370,17
Cumberland,263,3
Cape May,189,14
Salem,102,4
