county,counts,deaths
Unknown,924,2
Bergen,9362,435
Essex,7007,412
Hudson,6851,183
Union,5865,195
Middlesex,5406,177
Passaic,5295,119
Monmouth,3651,115
Ocean,3403,132
Morris,2925,152
Somerset,1642,78
Mercer,1434,49
Camden,1180,29
Burlington,1031,22
Gloucester,487,9
Sussex,456,27
Warren,362,18
Hunterdon,301,11
Atlantic,230,7
Cumberland,154,3
Cape May,129,5
Salem,56,3
