county,counts,deaths
Unknown,649,2
Bergen,8928,390
Essex,6580,352
Hudson,6411,163
Union,5575,161
Middlesex,5060,168
Passaic,5017,101
Monmouth,3496,107
Ocean,3269,121
Morris,2771,135
Somerset,1523,69
Mercer,1282,39
Camden,1072,29
Burlington,954,22
Gloucester,447,8
Sussex,413,26
Warren,337,15
Hunterdon,293,7
Atlantic,211,6
Cumberland,138,3
Cape May,116,5
Salem,46,3
