county,counts,deaths
Unknown,4512,0
Bergen,3494,75
Essex,2262,69
Hudson,1910,29
Union,1661,29
Passaic,1494,15
Middlesex,1493,27
Monmouth,1301,24
Ocean,1209,23
Morris,942,25
Somerset,472,15
Mercer,333,3
Camden,289,3
Burlington,255,5
Sussex,158,6
Gloucester,149,2
Hunterdon,117,0
Warren,96,3
Atlantic,40,0
Cumberland,27,1
Cape May,22,0
Salem,19,1
