county,counts,deaths
Bergen,15830,1187
Hudson,15148,819
Essex,13994,1240
Passaic,12814,599
Union,12779,714
Middlesex,11947,591
Ocean,6505,420
Monmouth,6132,355
Morris,5354,430
Mercer,4077,239
Camden,3646,155
Somerset,3537,282
Burlington,2769,144
Gloucester,1282,48
Atlantic,1012,45
Sussex,936,110
Warren,920,83
Cumberland,746,13
Hunterdon,608,31
Cape May,334,22
Salem,237,11
Unknown,583,0
