Aix-en-Provence,142482
Amiens,134057
Angers,152960
Annecy,126924
Argenteuil,110210
Besançon,115934
Bordeaux,254436
Boulogne-Billancourt,120071
Brest,140064
Caen,105354
Clermont-Ferrand,143886
Dijon,156920
Grenoble,158454
Le Havre,170147
Le Mans,142946
Lille,232787
Limoges,132175
Lyon,516092
Marseille,863310
Metz,116429
Montpellier,285121
Montreuil,109897
Mulhouse,109443
Nancy,104286
Nantes,309346
Nice,340017
Nîmes,150610
Orléans,116685
Paris,2187526
Perpignan,120158
Reims,182460
Rennes,216815
Rouen,110145
Saint-Denis,111135
Saint-Étienne,172565
Strasbourg,280966
Toulon,171953
Toulouse,479553
Tours,135787
Villeurbanne,147712
