Andalusia,8426405
Aragon,1320794
Asturias,1022293
Cantabria,581684
Ceuta,84843
Castile and León,2408083
Castilla La Mancha,2035505
Canary Islands,2207225
Catalonia,7565099
Estremadura,1065371
Galicia,2700330
Balearic Islands,1187808
Murcia,1487698
Madrid,6640705
Melilla,84714
Navarre,649966
Basque Country,2178048
La Rioja,313582
Comunidad Valenciana,4974475
