county,counts,deaths
Bergen,14049,907
Hudson,12645,606
Essex,11811,932
Union,10935,515
Passaic,9874,350
Middlesex,9530,396
Ocean,5444,286
Monmouth,5238,260
Morris,4680,324
Mercer,2991,163
Somerset,2798,196
Camden,2683,104
Burlington,1969,76
Gloucester,899,30
Sussex,784,82
Warren,719,60
Atlantic,544,30
Hunterdon,464,22
Cumberland,424,5
Cape May,236,16
Salem,164,6
Unknown,1108,2
