South Carolina,5084127
Abbeville County,24541
Aiken County,169401
Allendale County,8903
Anderson County,200482
Bamberg County,14275
Barnwell County,21112
Beaufort County,188715
Berkeley County,221091
Calhoun County,14520
Charleston County,405905
Cherokee County,57078
Chester County,32251
Chesterfield County,45754
Clarendon County,33700
Colleton County,37660
Darlington County,66802
Dillon County,30599
Dorchester County,160647
Edgefield County,27052
Fairfield County,22402
Florence County,138159
Georgetown County,62249
Greenville County,514213
Greenwood County,70741
Hampton County,19351
Horry County,344147
Jasper County,28971
Kershaw County,65592
Lancaster County,95380
Laurens County,66994
Lee County,17142
Lexington County,295032
McCormick County,9410
Marion County,31039
Marlboro County,26398
Newberry County,38520
Oconee County,78374
Orangeburg County,86934
Pickens County,124937
Richland County,414576
Saluda County,20544
Spartanburg County,313888
Sumter County,106512
Union County,27410
Williamsburg County,30606
York County,274118
