North Dakota,760077
Adams County,2294
Barnes County,10542
Benson County,6962
Billings County,919
Bottineau County,6411
Bowman County,3076
Burke County,2100
Burleigh County,95273
Cass County,181516
Cavalier County,3829
Dickey County,4903
Divide County,2283
Dunn County,4332
Eddy County,2313
Emmons County,3295
Foster County,3216
Golden Valley County,1769
Grand Forks County,70770
Grant County,2374
Griggs County,2232
Hettinger County,2514
Kidder County,2450
LaMoure County,4062
Logan County,1903
McHenry County,5816
McIntosh County,2585
McKenzie County,13632
McLean County,9541
Mercer County,8267
Morton County,31095
Mountrail County,10218
Nelson County,2869
Oliver County,1952
Pembina County,6947
Pierce County,4081
Ramsey County,11481
Ransom County,5237
Renville County,2374
Richland County,16239
Rolette County,14301
Sargent County,3870
Sheridan County,1349
Sioux County,4358
Slope County,763
Stark County,30997
Steele County,1903
Stutsman County,20917
Towner County,2192
Traill County,8037
Walsh County,10667
Ward County,67744
Wells County,3957
Williams County,35350
