Illinois,12741080
Adams County,65691
Alexander County,6060
Bond County,16630
Boone County,53577
Brown County,6556
Bureau County,32993
Calhoun County,4802
Carroll County,14312
Cass County,12260
Champaign County,209983
Christian County,32661
Clark County,15596
Clay County,13253
Clinton County,37639
Coles County,50885
Cook County,5180493
Crawford County,18807
Cumberland County,10808
DeKalb County,104143
De Witt County,15769
Douglas County,19479
DuPage County,928589
Edgar County,17360
Edwards County,6392
Effingham County,34208
Fayette County,21416
Ford County,13264
Franklin County,38701
Fulton County,34844
Gallatin County,5058
Greene County,13044
Grundy County,50972
Hamilton County,8163
Hancock County,17844
Hardin County,3910
Henderson County,6709
Henry County,49090
Iroquois County,27604
Jackson County,57419
Jasper County,9611
Jefferson County,37820
Jersey County,21847
Jo Daviess County,21366
Johnson County,12456
Kane County,534216
Kankakee County,110024
Kendall County,127915
Knox County,50112
Lake County,700832
LaSalle County,109430
Lawrence County,15765
Lee County,34223
Livingston County,35761
Logan County,28925
McDonough County,29955
McHenry County,308570
McLean County,172828
Macon County,104712
Macoupin County,45313
Madison County,264461
Marion County,37620
Marshall County,11534
Mason County,13565
Massac County,14080
Menard County,12288
Mercer County,15601
Monroe County,34335
Montgomery County,28601
Morgan County,33976
Moultrie County,14717
Ogle County,50923
Peoria County,180621
Perry County,21174
Piatt County,16396
Pike County,15611
Pope County,4212
Pulaski County,5463
Putnam County,5740
Randolph County,32106
Richland County,15763
Rock Island County,143477
St. Clair County,261059
Saline County,23906
Sangamon County,195348
Schuyler County,6907
Scott County,4926
Shelby County,21741
Stark County,5427
Stephenson County,44753
Tazewell County,132328
Union County,16841
Vermilion County,76806
Wabash County,11549
Warren County,17032
Washington County,13995
Wayne County,16332
White County,13665
Whiteside County,55626
Will County,692310
Williamson County,67056
Winnebago County,284081
Woodford County,38463
