Alaska,737438
Aleutians East Borough,3515
Aleutians West Census Area,5723
Anchorage Municipality,291538
Bethel Census Area,18216
Bristol Bay Borough,877
Denali Borough,2059
Dillingham Census Area,5000
Fairbanks North Star Borough,98971
Haines Borough,2474
Hoonah-Angoon Census Area,2151
Juneau City and Borough,32113
Kenai Peninsula Borough,58533
Ketchikan Gateway Borough,13918
Kodiak Island Borough,13345
Kusilvak Census Area,8303
Lake and Peninsula Borough,1587
Matanuska-Susitna Borough,107610
Nome Census Area,10008
North Slope Borough,9872
Northwest Arctic Borough,7671
Petersburg Borough,3221
Prince of Wales-Hyder Census Area,6422
Sitka City and Borough,8647
Skagway Municipality,1148
Southeast Fairbanks Census Area,6918
Valdez-Cordova Census Area,9164
Wrangell City and Borough,2503
Yakutat City and Borough,604
Yukon-Koyukuk Census Area,5327
