,MAE,window,distancing_reduction,recovery_days
323,3777.14373706429,14,0.67,3
324,3902.115769208705,14,0.67,5
325,4037.4734990990787,14,0.67,10
326,4082.3863277379423,14,0.67,14
327,4118.086387247084,14,0.67,20
328,4147.102096775548,14,0.67,30
329,3843.1556827132254,14,0.78,1
330,3756.4170501867447,14,0.78,3
331,3854.9696418024682,14,0.78,5
332,3997.180552114168,14,0.78,10
333,4045.4486768975703,14,0.78,14
334,4084.163887871556,14,0.78,20
335,4115.847227124973,14,0.78,30
336,3873.4181834740257,14,0.89,1
337,3751.010877443506,14,0.89,3
338,3816.4636582140633,14,0.89,5
339,3959.202498179096,14,0.89,10
340,4010.3068256659767,14,0.89,14
341,4051.6654692704983,14,0.89,20
342,4085.7427199546973,14,0.89,30
343,3911.170068027211,14,1.0,1
344,3753.7722908093283,14,1.0,3
345,3788.939989333333,14,1.0,5
346,3923.4519600544218,14,1.0,10
347,3976.905648940296,14,1.0,14
348,4020.5547436615648,14,1.0,20
349,4056.763725429561,14,1.0,30
350,3946.325195119648,20,0.01,1
351,4494.406146420425,20,0.01,3
352,4590.951296608031,20,0.01,5
353,4655.890395069662,20,0.01,10
354,4673.018199009081,20,0.01,14
355,4685.405873961542,20,0.01,20
356,4694.758170930393,20,0.01,30
357,3773.2547561832366,20,0.12,1
358,4204.314816736144,20,0.12,3
359,4361.536804837617,20,0.12,5
360,4485.557844202326,20,0.12,10
361,4521.628612544546,20,0.12,14
362,4548.703021559764,20,0.12,20
363,4569.761187783953,20,0.12,30
364,3698.365254957924,20,0.23,1
365,4071.233895542232,20,0.23,3
366,4183.715809016977,20,0.23,5
367,4332.334910007602,20,0.23,10
368,4381.764875358045,20,0.23,14
369,4421.01813557658,20,0.23,20
370,4451.989058426797,20,0.23,30
371,3692.8758369726647,20,0.34,1
372,3983.2284863636773,20,0.34,3
373,4107.67735255703,20,0.34,5
374,4215.7105025019255,20,0.34,10
375,4264.542524694184,20,0.34,14
376,4308.834502370005,20,0.34,20
377,4345.373073226631,20,0.34,30
378,3732.660655736142,20,0.45,1
379,3904.959982840389,20,0.45,3
380,4037.893802660916,20,0.45,5
381,4158.838931802873,20,0.45,10
382,4197.109079050486,20,0.45,14
383,4226.955853720628,20,0.45,20
384,4257.074022355038,20,0.45,30
385,3777.6654855245692,20,0.56,1
386,3835.9667030425503,20,0.56,3
387,3974.1191960173023,20,0.56,5
388,4105.3909285223535,20,0.56,10
389,4147.94576967841,20,0.56,14
390,4181.458095328911,20,0.56,20
391,4208.502731770085,20,0.56,30
392,3816.244346550969,20,0.67,1
393,3783.9337528166216,20,0.67,3
394,3916.0656264780014,20,0.67,5
395,4055.2539673337565,20,0.67,10
396,4101.429452192694,20,0.67,14
397,4138.13031833214,20,0.67,20
398,4167.957652103667,20,0.67,30
399,3842.2528416918417,20,0.78,1
400,3758.739621298358,20,0.78,3
401,3863.4094980907043,20,0.78,5
402,4008.3058485259303,20,0.78,10
403,4057.4766878017335,20,0.78,14
404,4096.91281121101,20,0.78,20
405,4129.184093471206,20,0.78,30
406,3872.811264083846,20,0.89,1
407,3751.580587562632,20,0.89,3
408,3819.618500892215,20,0.89,5
409,3964.4168961780597,20,0.89,10
410,4015.9993439019845,20,0.89,14
411,4057.742737975201,20,0.89,20
412,4092.135555264973,20,0.89,30
413,3911.170068027211,20,1.0,1
414,3753.7722908093283,20,1.0,3
415,3788.939989333333,20,1.0,5
416,3923.4519600544218,20,1.0,10
417,3976.905648940296,20,1.0,14
418,4020.5547436615648,20,1.0,20
419,4056.763725429561,20,1.0,30
