,MAE,window,distancing_reduction,recovery_days
0,823.2107298521441,1,0.01,1
1,327.29593389317813,1,0.01,3
2,253.02401088252688,1,0.01,5
3,204.78877452736282,1,0.01,10
4,192.26381207419394,1,0.01,14
5,183.2492174885431,1,0.01,20
6,176.6168326359932,1,0.01,30
7,1721.5242471268778,1,0.12,1
8,754.0625803974546,1,0.12,3
9,533.0645593386126,1,0.12,5
10,363.1084646693229,1,0.12,10
11,314.02293837172834,1,0.12,14
12,277.0778200279809,1,0.12,20
13,248.27330358410055,1,0.12,30
14,2370.273026767001,1,0.23,1
15,1132.5675739241867,1,0.23,3
16,792.8541624521366,1,0.23,5
17,515.125045222507,1,0.23,10
18,432.08139030558186,1,0.23,14
19,368.72095840047814,1,0.23,20
20,318.80075570546086,1,0.23,30
21,2829.801318988397,1,0.34,1
22,1467.2598316010483,1,0.34,3
23,1033.4866002660508,1,0.34,5
24,660.9361862683642,1,0.34,10
25,546.4777679122906,1,0.34,14
26,458.1954845236245,1,0.34,20
27,388.06574826408894,1,0.34,30
28,3152.2930978886548,1,0.45,1
29,1762.4872322591089,1,0.45,3
30,1256.1250304352939,1,0.45,5
31,800.7509468621726,1,0.45,10
32,657.2742236162961,1,0.45,14
33,545.519619195161,1,0.45,20
34,456.0692713985837,1,0.45,30
35,3379.2547626792884,1,0.56,1
36,2022.3822214994477,1,0.56,3
37,1461.92184691652,1,0.56,5
38,934.758153949427,1,0.56,10
39,764.5789565117718,1,0.56,14
40,630.7374796920711,1,0.56,20
41,522.8229354194283,1,0.56,30
42,3541.5241264060674,1,0.67,1
43,2250.787474509753,1,0.67,3
44,1651.9988847655648,1,0.67,5
45,1063.150200340844,1,0.67,10
46,868.4533075590822,1,0.67,14
47,713.8788956942642,1,0.67,20
48,588.3513617720926,1,0.67,30
49,3660.6545660782936,1,0.78,1
50,2451.2504060711376,1,0.78,3
51,1827.4282487931555,1,0.78,5
52,1186.1314862758259,1,0.78,10
53,968.9909037567651,1,0.78,14
54,794.9734461583108,1,0.78,20
55,652.6493554778609,1,0.78,30
56,3750.929644551265,1,0.89,1
57,2627.02329993257,1,0.89,3
58,1989.2317454141012,1,0.89,5
59,1303.9015803818336,1,0.89,10
60,1066.284784741206,1,0.89,14
61,874.0646675440997,1,0.89,20
62,715.7352015035684,1,0.89,30
63,3821.4608294930877,1,1.0,1
64,2781.0681130012076,1,1.0,3
65,2138.380691170507,1,1.0,5
66,1416.655176767281,1,1.0,10
67,1160.4263061942202,1,1.0,14
68,951.1955033239847,1,1.0,20
69,777.6286888273722,1,1.0,30
70,780.7359560839511,3,0.01,1
71,273.97521568313505,3,0.01,3
72,197.9612301395921,3,0.01,5
73,150.50025923097118,3,0.01,10
74,139.33772369668966,3,0.01,14
75,131.6596146319507,3,0.01,20
76,126.71580604945136,3,0.01,30
77,1694.014065503718,3,0.12,1
78,712.0961511315563,3,0.12,3
79,487.7851762579382,3,0.12,5
80,315.2633050569726,3,0.12,10
81,265.42624075329803,3,0.12,14
82,227.9171420876059,3,0.12,20
83,198.67253897760116,3,0.12,30
84,2353.0927987616524,3,0.23,1
85,1100.1150750371785,3,0.23,3
86,756.1922977593316,3,0.23,5
87,475.0251079703502,3,0.23,10
88,390.95614014991713,3,0.23,14
89,326.80652918092494,3,0.23,20
90,276.2610089291967,3,0.23,30
91,2819.4438926189237,3,0.34,1
92,1442.7117493432465,3,0.34,3
93,1004.4343468608749,3,0.34,5
94,628.0200541049811,3,0.34,10
95,512.372924485438,3,0.34,14
96,423.17748703076444,3,0.34,20
97,352.3222832706156,3,0.34,30
98,3146.2431618824617,3,0.45,1
99,1744.4735579095686,3,0.45,3
100,1233.751794557254,3,0.45,5
101,774.4905217321872,3,0.45,10
102,629.7947621376383,3,0.45,14
103,517.0805893946115,3,0.45,20
104,426.86600188822973,3,0.45,30
105,3375.829565081686,3,0.56,1
106,2009.7162254478346,3,0.56,3
107,1445.3954371786383,3,0.56,5
108,914.6409476158809,3,0.56,10
109,743.3113500973635,3,0.56,14
110,608.5680952228024,3,0.56,20
111,499.9266264753528,3,0.56,30
112,3539.6656495921975,3,0.67,1
113,2242.4511255347325,3,0.67,3
114,1640.5633136402776,3,0.67,5
115,1048.7061438711987,3,0.67,10
116,853.0239409597915,3,0.67,14
117,697.6705760503285,3,0.67,20
118,571.5125903539998,3,0.67,30
119,3659.7306412659923,3,0.78,1
120,2446.3790217830033,3,0.78,3
121,1820.3995637949931,3,0.78,5
122,1176.9153959699781,3,0.78,10
123,959.0424042718405,3,0.78,14
124,784.4410039957189,3,0.78,20
125,641.6412878145107,3,0.78,30
126,3750.5739400280268,3,0.89,1
127,2624.8899369458777,3,0.89,3
128,1985.9937638846238,3,0.89,5
129,1299.4923934986123,3,0.89,10
130,1061.474589232501,3,0.89,14
131,868.9320190170753,3,0.89,20
132,710.3382407304789,3,0.89,30
133,3821.4608294930877,3,1.0,1
134,2781.0681130012076,3,1.0,3
135,2138.380691170507,3,1.0,5
136,1416.655176767281,3,1.0,10
137,1160.4263061942202,3,1.0,14
138,951.1955033239847,3,1.0,20
139,777.6286888273722,3,1.0,30
140,747.9268151729308,5,0.01,1
141,232.85083225971425,5,0.01,3
142,155.8972272146975,5,0.01,5
143,112.10693563630329,5,0.01,10
144,104.47444804380304,5,0.01,14
145,99.78583246835737,5,0.01,20
146,97.37793948993738,5,0.01,30
147,1672.7898170268504,5,0.12,1
148,679.759065886616,5,0.12,3
149,452.8702493779779,5,0.12,5
150,278.35819141534904,5,0.12,10
151,227.95435689705758,5,0.12,14
152,190.02364950394647,5,0.12,20
153,160.96731612863655,5,0.12,30
154,2339.855557904176,5,0.23,1
155,1075.1290327979884,5,0.23,3
156,727.9834807211106,5,0.23,5
157,444.1602224594964,5,0.23,10
158,359.29332687110985,5,0.23,14
159,294.5319514836454,5,0.23,20
160,243.50163525735618,5,0.23,30
161,2811.4763244988526,5,0.34,1
162,1423.837431857505,5,0.34,3
163,982.1006507233923,5,0.34,5
164,602.7321641283073,5,0.34,10
165,486.17130278202586,5,0.34,14
166,396.2691423833836,5,0.34,20
167,324.8481036709488,5,0.34,30
168,3141.5977141002527,5,0.45,1
169,1730.6431956146287,5,0.45,3
